인덱스,코드,구분,FAQ 답변 ,FAQ  질문 ,tag,link_url_adr
5037,,33A,최대 1년 이내 지정 가능 합니다.,주문대리인 기간 ,,
5038,,33A,금융감독원 홈페이지 > 제도권금융회사 조회,투자일임업자 확인 방법,,
5039,,33A,1계좌당 1대리인만 지정 가능 합니다.,주문대리인 복수 지정,,
5040,,33A,11295 개인정보 파기 및 원복신청 입니다.,개인정보 파기 원복 화면,,
5041,,33A,11296 개인정보 원복 승인 입니다,개인정보 원복 승인 화면,,
5042,,33A,개인신용정보 삭제 안내문'을 출력하여 교부 합니다.,개인정보 삭제 요청,,
5043,,34A,네 . 내점만 가능 합니다.,개명처리는 내점만 가능 한가?,,
5044,,34A,본인 및 배우자의 직계존비속,가족대리인,,
5045,,34A,미성년자의 부모 또는 법원이 선임한 대리인,법정대리인,,
5046,,34A,가족외 제3자,일반대리인,,
5047,,34A,비거주외국인과 상임대리인 계약을 한 기관,상임대리인,,
5048,,34A,주문을 대리 할 수 있는 자,주문대리인,,
5049,,34A,만 19세미만,미성년자,,
5050,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069756,상속인 금융거래 조회,,
5051,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069756,사망 출금고 정지,,
5052,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069889,통합 이란?,,
5053,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069889,자동폐쇄 란?,,
5054,,34A,"3,6,9,12월 연 4회",정기 통폐합 시기,,
5055,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069889,통폐합 제외 계좌,,
5056,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23665624,공동대표,,
5057,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23665624,각자대표,,
5058,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23665624,법인인감증명서 발급 불가,,
5059,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23665624,법인 상호 변경,,
5060,,34A,"조상으로부터 계속해서 본인에 이르기까지의 혈족, 부모,조부모,증조부모등",직계존속,,
5061,,34A,"본인으로 부터 아래계열에 있는 혈족, 아들,딸,손자,손녀,증손 등",직계비속,,
5062,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23665624,면세법인,,
5063,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23665624,창업투자조합,,
5064,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069860,법인 거래담당자,,
5065,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069860,법인인감증명서 유효기간,,
5066,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069860,법인대표자 서명거래,,
5067,,34A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069746,금융법인,,
5068,,35A,인터넷사이트를 통한 진위확인 가능,신분증 진위확인 시스템 불가,,
5069,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069858,운전면허증 진위확인,,
5070,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069858,주민등록증 진위확인,,
5071,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069858,신분증 진위확인 사이트,,
5072,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069858,신분증 진위확인 방법,,
5073,,35A,신분증 원본 확인,두음법칙 성 변경 징구서류,,
5074,,35A,"개명 사실 확인이 가능한 증명서 (주민등록초본, 기본증명서등) 확인",두음법칙 이름 변경 징구서류,,
5075,,35A,원본 징구하여 원본 또는 복사본 부착 ,가족관계서류 원본 징구 ,,
5076,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069871,핸드폰번호 변경,,
5077,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069871,법인계좌 E-mail 우송물 수령,,
5078,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069871,금융주소한번에,,
5079,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071453,단기간 다수 계좌,,
5080,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071453,대포통장 명의인,,
5081,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071453,사기계좌 명의인,,
5082,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071453,대포통장 시스템,,
5083,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071453,은행연합회 대포통장 ,,
5084,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069911,금융사고 해지,,
5085,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069911,반송사고 해지,,
5086,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069907,본인외 출금/고 정지,,
5087,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069907,지정점거래,,
5088,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069907,CD기 사용정지,,
5089,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069909,금융사고 신고,,
5090,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069909,비밀번호 5회 오류 기준,,
5091,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069905,ARS사고등록 방법,,
5092,,35A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069913,카드/통장 분실,,
5093,,41A,인감증명서와 동일한 효력으로 사용 가능,본인서명사실확인서,,
5094,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069856,비과세 계좌 대체 입고,,
5095,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069856,비과세 계좌 출고,,
5096,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069856,비과세 계좌 출금,,
5097,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069856,비과세 계좌 주식투자,,
5098,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069856,비과세 계좌 해약 ,,
5099,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071463,부적합확인서,,
5100,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071463,유예동의,,
5101,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071463,투자정보 미제공,,
5102,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071463,투자권유 중단,,
5103,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071468,"랩,신탁 투자자정보",,
5104,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071468,"투자일임,금전신탁 투자자 정보",,
5105,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071461,안정형 가능상품,,
5106,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071461,안정추구형 가능상품,,
5107,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071461,위험중립형 가능상품,,
5108,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071461,적극투자형 가능상품,,
5109,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071461,공격투자형 가능상품,,
5110,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=26483981,반송계좌 해지,,
5111,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=26483985,사절원 신청,,
5112,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=26483985,사절원 해지,,
5113,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=26483985,사절원 만기,,
5114,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=26483985,월간 우편통보,,
5115,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071509,월간 잔고통보,,
5116,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071509,펀드 잔고통보,,
5117,,41A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069856,장애인등록,,
5118,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,체크카드 종류,,
5119,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,체크카드 한도,,
5120,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,체크카드 발급,,
5121,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,체크카드 분실,,
5122,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,체크카드 재발급,,
5123,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,체크카드 정보변경,,
5124,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,신용카드 신청,,
5125,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,신용카드 결제계좌,,
5126,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,신용카드 수령,,
5127,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,신용카드 기능해지,,
5128,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070112,단말기지정,,
5129,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070112,추가인증,,
5130,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070112,해외체류자,,
5131,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070112,전자금융사기 예방,,
5132,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070134,등록계좌출금,,
5133,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070134,온라인 이체한도,,
5134,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070134,등록계좌출금 수수료,,
5135,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070134,등록계좌출금 전화 등록,,
5136,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070134,동일고객 계좌명이 상이한 경우,,
5137,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070134,당사대체,,
5138,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070134,은행이체,,
5139,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070140,법인 수시잔고,,
5140,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070140,법인 정기잔고,,
5141,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070140,법인 월말잔고,,
5142,,42A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070140,법인 잔고증명,,
5143,,44A,1993년 8월 12일 금융실명제 실시 이전에 개설된 계좌로 그후 실명확인 처리를 하지 않은 계좌이므로 실명확인 후 거래 해야 합니다.,실명미확인 계좌,,
5144,,44A,실명미확인계좌의 고객정보가 실명확인증표와 일치하지 않는 경우 오류정정 가능 범위 및 징구서류를 확인 하여 실명확인 또는 실명전환 처리 해야합니다.,실명미확인 계좌 오류 정정  ,,
5145,,44A,실명확인 후 상속 처리 해야 합니다.,실명미확인 계좌 상속,,
5146,,44A,압류추심공문에 의해 차명전환 후 처리 해야 합니다. ,실명미확인 계좌 추심,,
5147,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071489,실소유자 확인,,
5148,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071493,재이행 주기도래 고객,,
5149,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071493,고객위험평가,,
5150,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071493,지속적인 고객확인,,
5151,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071489,CDD 대상,,
5152,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23071491,EDD 대상,,
5153,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=32938139,대리인권한 확인 ,,
5154,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=34672777,국내거소증 번호 변경,,
5155,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=34672777,실명증표 변경,,
5156,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=34672777,실명번호 변경이력,,
5157,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=34672777,신분증 변경 시 동일인 여부,,
5158,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=34672777,실명번호 변경 동일인 여부,,
5159,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,타기관등록 가능  OTP,,
5160,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,이용해지상태 OTP,,
5161,,44A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,타기관등록 불가,,
5162,,52A,"기본증명서는 일반,상세,특정으로 분리되어 있습니다. 
공통기재사항은 본인의 등록기준지, 성명, 성별, 본, 출생연월일 및 주민등록번호 이며 각 증명서별 기재 사항은 아래와 같습니다.
기본증명서(일반) : 공통기재사항 + 본인의 출생, 사망, 국적상실에 관한사항
기본증명서(상세) : 공통기재사항 + 개명,인지,친권,후견, 성본 창설 및 변경, 국적취득 및 회복, 주민등록번호 변경 등 본인에 관한 모든 사항
기본증명서(특정) : 공통기재사항 + 본인의 현재 유효한 친권, 후견에 관한 사항",기본증명서란?,,
5163,,52A,1993년 8월 12일 금융실명제 실시 이전에 개설된 계좌로 그후 실명확인 처리를 하지 않은 계좌이므로 실명확인 후 거래 해야 합니다.,비실명계좌,,
5164,,52A,http://172.30.220.65:8090/wiki/display/BM001/2.7.1.+SMS,채권이자지급 SMS,,
5165,,52A,93033 업무별 징구서류 조회 화면에서 전화가능여부 확인 가능,CMA 서비스 신청 전화 가능 여부,,
5166,,52A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069873,인감 분실 가족대리인 처리 가능 여부,,
5167,,52A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070140,법인 수시잔고,,
5168,,52A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23070140,법인 잔고증명 전화 신청 방법,,
5169,,52A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,OTP(otp) 보정,,
5170,,52A,http://172.30.220.65:8090/wiki/pages/viewpage.action?pageId=23069923,OTP(otp) 상태,,
5171,,24B,오후5시까지 입니다.,펀드 거래시간은?,,
5172,,24B,오후5시까지 입니다.,수익증권 거래시간,,
5173,,24B,당일 기준가가 반영됐다면 9시이전에도 가능합니다.,펀드 매수 가능 시간은?,,
5174,,24B,당일 기준가가 반영됐다면 9시이전에도 가능합니다.,수익증권 매수 가능 시간,,
5175,,24B,펀드는 전화로 개설 가능합니다. ,펀드 개설은 전화로 가능한가요?,,
5176,,24B,수익증권은 전화로 개설 가능합니다.,수익증권 개설은 전화로 가능한가요?,,
5177,,24B,펀드는 전화로 개설 가능합니다. ,펀드 개설은 유선으로 가능한가요?,,
5178,,24B,임의식 추가 입금이 가능합니다.,임의식은 추가 입금이 가능한가요?,,
5179,,24B,거치식은 추가 입금이 불가능합니다. ,거치식은 추가 입금이 가능한가요?,,
5180,,24B,네 가능합니다. 그러나 상품관련 설명은 하셔야 합니다. ,펀드 투자설명서 수령 거부가 가능한가요?,,
5181,,24B,알리미서비스는 선택사항입니다. ,펀드 알리미서비스는 필수 사항인가요?,,
5182,,24B,월1회 발송됩니다.,펀드잔고통보는 발송 주기는?,,
5183,,24B,월말잔고를 다음달 20일전에 발송합니다.,펀드잔고통보는 언제 발송되나요?,,
5184,,24B,네 가능합니다. 그러나 상품관련 설명은 하셔야 합니다. ,종합매매계좌에서 펀드거래가 가능한가요?,,
5185,,24B,금액과 관계없이 추가 입금이 가능합니다. ,자유적립식은 무엇인가요?,,
5186,,24B,월납입액 또는 그 배수의 금액만 입금이 가능합니다. ,정액적립식은 무엇인가요?,,
5187,,24B,무잔고 펀드 개설이 가능합니다. ,무잔고 펀드 개설이 가능합니까?,,
5188,,24B,"네, [TR11181] 알리미 서비스에서 신청 가능합니다.",펀드 목표수익률신청이 가능합니까?,,
5189,,24B,"네, [TR11181] 알리미 서비스에서 신청 가능합니다.",펀드 정기수익률 신청이 가능합니까?,,
5190,,24B,우대형 상품만 동의가 필요합니다. ,펀드 개설 시 개인신용정보 동의가 필요한가요?,,
5191,,24B,거래기간이 00개월 이상이면 가능합니다.,자유적립식 펀드는 만기이후 입금이 가능한가요,,
5192,,24B,수표도 펀드 매수가 가능합니다. ,수표입금 시 펀드 매수가 가능한가요?,,
5193,,24B,세금우대 혜택을 주는 상품입니다. 개설 시 선택해야 합니다. 고객별 한도는 11055에서 확인이 가능합니다.,펀드신규의 저율과세는 무엇입니까?,,
5194,,24B,[TR22070]에서 변경 가능합니다.,펀드잔고통보지 변경이 가능한가요?,,
5195,,24B,펀드 납입방법은 변경할 수 없습니다,펀드 납입방법 변경이 가능합니까?,,
5196,,24B,만65세부터 가능합니다.,비과세종합저축 펀드는 몇살부터 가입 가능합니까?,,
5197,,24B,세금우대는 신규 개설이 불가합니다. ,세금우대 펀드 가입이 가능합니다. ,,
5198,,24B,타사에서 펀드를 가져오는 경우 만드는 펀드입니다. ,이수전용 펀드는 무엇입니까?,,
